stars,forks,watchers,issues,age_days,commits,popularity_score
100,71,100,0,2811,100,84.2
100,69,100,16,4750,100,82.2
100,51,100,9,4006,100,79.3
100,14,100,1,418,100,72.7
100,29,100,7,4522,100,75.1
100,89,100,16,3290,100,86.2
100,46,100,15,2428,100,77.7
100,1,100,1,568,100,70.10000000000001
100,21,100,3,591,100,73.9
100,22,100,7,645,100,73.7
100,16,100,2,233,100,73.0
100,18,100,21,806,100,71.5
100,29,100,5,5517,100,75.3
100,79,100,0,5486,100,85.8
100,23,100,4,6168,100,74.19999999999999
100,25,100,1,4817,100,74.9
100,33,100,4,3914,100,76.19999999999999
100,8,100,2,3810,100,71.39999999999999
100,11,100,2,4060,100,72.0
100,17,100,0,3908,100,73.4
100,9,100,14,3902,100,70.39999999999999
100,25,100,6,4334,100,74.4
100,15,100,0,3506,100,73.0
100,6,100,1,3434,100,71.10000000000001
100,24,100,0,3660,100,74.8
100,8,100,1,3620,100,71.5
100,14,100,0,4553,100,72.8
100,4,100,0,4503,100,70.8
100,20,100,3,5065,100,73.7
100,17,100,9,5005,100,72.5
100,39,100,3,3745,100,77.5
100,13,100,0,4297,100,72.6
100,32,100,2,3099,100,76.2
100,14,100,0,3551,100,72.8
100,19,100,0,3008,100,73.8
100,36,100,0,2886,100,77.2
100,70,100,192,2641,100,64.8
100,26,100,7,2554,100,74.5
100,45,100,5,2813,100,78.5
100,2,100,1,2330,100,70.30000000000001
100,22,100,3,2346,100,74.10000000000001
100,33,100,26,2270,100,74.0
100,9,100,3,4841,100,71.5
100,34,100,5,2049,100,76.3
100,12,100,0,3064,100,72.4
100,8,100,0,1133,100,71.6
100,14,100,3,896,100,72.5
100,16,100,3,3200,100,72.9
100,7,100,1,3371,100,71.30000000000001
100,4,100,0,1709,100,70.8
100,27,100,1,2772,100,75.30000000000001
100,9,100,1,3268,100,71.7
100,22,100,4,4793,100,74.0
100,12,100,5,4365,100,71.9
100,8,100,1,4335,100,71.5
100,13,100,0,1017,100,72.6
100,14,100,1,2438,100,72.7
100,19,100,0,1828,100,73.8
100,6,100,0,2053,100,71.2
100,37,100,0,1996,100,77.4
100,44,100,17,1624,100,77.1
100,7,100,1,5181,100,71.30000000000001
100,18,100,2,5497,100,73.39999999999999
100,4,100,0,1079,100,70.8
100,34,100,10,3964,100,75.8
100,41,100,0,2721,100,78.2
100,4,100,7,1160,100,70.1
100,48,100,2,3175,100,79.39999999999999
100,5,100,0,1960,100,71.0
100,140,100,5,2904,100,97.5
100,29,100,1,2925,100,75.7
100,16,100,0,2003,100,73.2
100,16,100,4,2205,100,72.8
100,12,100,19,4758,100,70.5
100,6,100,3,1556,100,70.9
100,16,100,7,1493,100,72.5
100,14,100,1,1529,100,72.7
100,31,100,3,2811,100,75.9
100,21,100,15,3113,100,72.7
100,7,100,0,3271,100,71.4
100,120,100,1,1481,100,93.9
100,79,100,75,3351,100,78.3
100,62,100,34,5543,100,79.0
100,42,100,17,2049,100,76.7
100,40,100,4,931,100,77.6
100,12,100,0,1554,100,72.4
100,31,100,19,4114,100,74.3
100,14,100,7,3166,100,72.1
100,14,100,4,1306,100,72.39999999999999
100,126,100,6,785,100,94.60000000000001
100,82,100,12,1166,100,85.2
100,8,100,0,3725,100,71.6
100,22,100,2,4840,100,74.2
100,7,100,0,685,100,71.4
100,19,100,0,1545,100,73.8
100,34,100,7,1904,100,76.1
100,24,100,5,3407,100,74.3
100,461,100,10,399,100,161.2
100,24,100,2,3870,100,74.6
100,36,100,1,2765,100,77.10000000000001
100,18,100,16,3669,100,72.0
100,11,100,9,2138,100,71.3
100,5,100,5,3219,100,70.5
100,9,100,11,1778,100,70.7
100,36,100,15,4371,100,75.7
100,58,100,0,1837,100,81.6
100,47,100,0,2514,100,79.4
100,12,100,1,2519,100,72.30000000000001
100,22,100,11,2513,100,73.30000000000001
100,22,100,0,641,100,74.4
100,2,100,3,3391,100,70.10000000000001
100,19,100,22,2288,100,71.6
100,16,100,4,701,100,72.8
100,21,100,10,1281,100,73.2
100,8,100,0,1139,100,71.6
100,17,100,3,2110,100,73.10000000000001
100,50,100,8,980,100,79.2
100,12,100,5,4752,100,71.9
100,1,100,0,2652,100,70.2
100,57,100,35,3336,100,77.9
100,2,100,0,430,100,70.4
100,30,100,5,4746,100,75.5
100,9,100,8,666,100,71.0
100,13,100,0,2165,100,72.6
100,11,100,0,595,100,72.2
100,1,100,1,244,100,70.10000000000001
100,11,100,0,101,100,72.2
100,39,100,0,2538,100,77.8
100,35,100,1,2332,100,76.9
100,18,100,0,3990,100,73.6
100,53,100,60,1664,100,74.6
100,5,100,1,798,100,70.9
100,39,100,15,103,100,76.3
100,34,100,45,1877,100,72.3
100,40,100,2,3951,100,77.8
100,8,100,0,981,100,71.6
100,27,100,9,3611,100,74.5
100,12,100,23,3747,100,70.10000000000001
100,2,100,4,467,100,70.0
100,267,100,2,1717,100,123.2
100,31,100,4,3501,100,75.8
100,45,100,4,3413,100,78.6
100,10,100,10,3764,100,71.0
100,23,100,14,3739,100,73.19999999999999
100,1,100,1,3731,100,70.10000000000001
100,46,100,0,3677,100,79.2
100,51,100,10,3672,100,79.2
100,16,100,1,4355,100,73.10000000000001
100,56,100,0,4141,100,81.2
100,32,100,0,3641,100,76.4
100,8,100,4,3918,100,71.19999999999999
100,33,100,4,5443,100,76.19999999999999
100,94,100,0,4765,100,88.8
100,7,100,2,4581,100,71.2
100,23,100,5,4548,100,74.1
500,106,500,3,2885,100,370.9
500,233,500,121,4363,100,384.5
500,121,500,2,3939,100,374.0
500,173,500,108,4899,100,373.8
500,41,500,248,1813,100,333.4
500,27,500,0,2197,100,355.4
500,208,500,5,3752,100,391.1
500,180,500,11,3845,100,384.9
500,35,500,11,2236,100,355.9
500,58,500,38,3498,100,357.8
500,235,500,2,5794,100,396.8
500,60,500,2,4410,100,361.8
500,197,500,1,3267,100,389.29999999999995
500,233,500,188,4515,100,377.8
500,132,500,11,3620,100,375.29999999999995
500,42,500,6,956,100,357.79999999999995
500,33,500,7,929,100,355.90000000000003
500,84,500,6,2309,100,366.2
500,217,500,20,2409,100,391.4
500,62,500,9,5965,100,361.5
500,58,500,8,1206,100,360.8
500,52,500,4,2757,100,360.0
500,168,500,16,4126,100,382.0
500,80,500,16,2409,100,364.4
500,32,500,0,3463,100,356.4
500,119,500,3,260,100,373.5
500,90,500,1,2769,100,367.9
500,158,500,235,3743,100,358.1
500,50,500,5,1773,100,359.5
500,119,500,2,821,100,373.6
500,39,500,48,2201,100,353.0
500,120,500,10,3533,100,373.0
500,236,500,97,3335,100,387.5
500,53,500,20,1796,100,358.6
500,20,500,1,1611,100,353.9
500,163,500,7,2779,100,381.90000000000003
500,233,500,68,3279,100,389.8
500,79,500,8,3687,100,365.0
500,104,500,35,5563,100,367.3
500,101,500,1,633,100,370.09999999999997
500,206,500,27,736,100,388.5
500,51,500,11,3592,100,359.09999999999997
500,108,500,0,1519,100,371.6
500,133,500,1,3230,100,376.5
500,70,500,3,1404,100,363.7
500,189,500,57,5101,100,382.1
500,4,500,36,1481,100,347.2
500,111,500,20,3081,100,370.2
500,88,500,5,3513,100,367.1
500,84,500,0,2160,100,366.8
500,44,500,2,1113,100,358.6
500,61,500,72,2939,100,355.0
500,588,500,530,3214,100,414.6
500,50,500,13,466,100,358.7
500,59,500,23,2153,100,359.5
500,57,500,41,2730,100,357.29999999999995
500,51,500,8,1540,100,359.4
500,175,500,3,4373,100,384.7
500,76,500,78,5476,100,357.4
500,327,500,0,2694,100,415.4
500,181,500,27,3064,100,383.5
500,184,500,7,2498,100,386.1
500,114,500,59,5000,100,366.90000000000003
500,380,500,336,4081,100,392.4
500,107,500,71,673,100,364.29999999999995
500,134,500,3,4507,100,376.5
500,268,500,19,3403,100,401.70000000000005
500,58,500,250,2758,100,336.6
500,29,500,12,3182,100,354.6
500,172,500,3,4186,100,384.09999999999997
500,16,500,1,1472,100,353.09999999999997
500,119,500,0,3678,100,373.8
500,77,500,15,4269,100,363.9
500,184,500,10,2861,100,385.8
500,61,500,36,1233,100,358.59999999999997
500,57,500,0,1512,100,361.4
500,139,500,11,3569,100,376.7
500,90,500,72,2975,100,360.8
500,293,500,0,735,100,408.6
500,53,500,6,1711,100,360.0
500,140,500,100,3239,100,368.0
500,124,500,8,2796,100,374.0
500,82,500,3,3156,100,366.09999999999997
500,35,500,9,1632,100,356.1
500,46,500,0,1816,100,359.2
500,114,500,1,4856,100,372.7
500,34,500,0,534,100,356.8
500,66,500,1,3942,100,363.09999999999997
500,166,500,17,4144,100,381.5
500,25,500,5,4543,100,354.5
500,64,500,12,2751,100,361.6
500,106,500,14,4129,100,369.8
500,92,500,9,1246,100,367.5
500,77,500,15,2175,100,363.9
500,82,500,2,2719,100,366.2
500,68,500,0,1459,100,363.6
500,70,500,2,974,100,363.8
500,4,500,1,576,100,350.7
500,138,500,23,4206,100,375.3
500,89,500,16,4221,100,366.2
500,32,500,5,532,100,355.9
500,25,500,7,2735,100,354.3
500,19,500,1,2364,100,353.7
500,84,500,53,3794,100,361.5
500,92,500,57,3348,100,362.7
500,43,500,0,1978,100,358.6
500,493,500,19,2933,100,446.70000000000005
500,73,500,10,1009,100,363.6
500,87,500,11,1446,100,366.29999999999995
500,45,500,2,163,100,358.8
500,61,500,8,1424,100,361.4
500,60,500,49,2531,100,357.1
500,101,500,87,5794,100,361.5
500,200,500,29,3721,100,387.1
500,94,500,62,5244,100,362.6
500,124,500,5,2910,100,374.3
500,106,500,14,5970,100,369.8
500,67,500,6,2501,100,362.79999999999995
500,124,500,3,5000,100,374.5
500,81,500,36,3534,100,362.59999999999997
500,28,500,9,2541,100,354.70000000000005
500,188,500,4,1723,100,387.20000000000005
500,650,500,65,2416,100,473.5
500,26,500,3,4315,100,354.9
500,24,500,9,3037,100,353.90000000000003
500,138,500,12,5938,100,376.40000000000003
500,116,500,13,3413,100,371.9
500,436,500,172,2017,100,420.0
500,263,500,437,3857,100,358.90000000000003
500,230,500,8,3952,100,395.2
500,304,500,0,2153,100,410.8
500,17,500,2,1089,100,353.2
500,52,500,27,6523,100,357.7
500,42,500,4,732,100,358.0
500,77,500,96,2013,100,355.79999999999995
500,83,500,8,906,100,365.8
500,81,500,18,1828,100,364.4
500,172,500,0,3846,100,384.4
500,28,500,12,1799,100,354.40000000000003
500,105,500,14,3248,100,369.6
500,62,500,4,2092,100,362.0
500,38,500,0,4140,100,357.6
500,40,500,6,2856,100,357.4
500,85,500,22,1463,100,364.8
500,55,500,7,1691,100,360.3
500,144,500,2,1855,100,378.6
500,117,500,14,3373,100,372.0
500,196,500,56,5084,100,383.59999999999997
500,372,500,13,4326,100,423.09999999999997
500,255,500,108,2244,100,390.2
500,155,500,0,59,100,381.0
500,19,500,0,3613,100,353.8
500,136,500,0,2529,100,377.2
500,107,500,0,3911,100,371.4
500,38,500,8,3122,100,356.8
500,99,500,47,5586,100,365.1
500,15,500,12,1097,100,351.8
500,27,500,3,107,100,355.09999999999997
500,1296,500,82,2799,100,601.0
500,138,500,0,3660,100,377.6
500,61,500,3,2528,100,361.9
500,304,500,2,5286,100,410.6
500,28,500,5,1112,100,355.1
500,102,500,11,2760,100,369.29999999999995
500,63,500,21,4656,100,360.5
500,76,500,11,1669,100,364.09999999999997
500,27,500,107,911,100,344.7
500,47,500,93,3292,100,350.09999999999997
500,52,500,1,4120,100,360.29999999999995
500,79,500,31,3919,100,362.7
500,12,500,21,1215,100,350.29999999999995
500,2,500,0,2398,100,350.4
500,124,500,43,4515,100,370.5
500,43,500,35,5001,100,355.1
500,162,500,0,845,100,382.4
500,160,500,2,3861,100,381.8
500,75,500,0,3071,100,365.0
499,21,499,7,3762,100,352.8
499,236,499,34,3483,100,393.1
499,232,499,4,4381,100,395.29999999999995
499,159,499,149,2174,100,366.20000000000005
499,46,499,11,830,100,357.4
499,20,499,1,2306,100,353.19999999999993
499,21,499,0,2753,100,353.5
499,191,499,54,2926,100,382.1
499,215,499,23,1728,100,389.99999999999994
499,325,499,72,4456,100,407.09999999999997
499,27,499,8,785,100,353.8999999999999
499,124,499,59,4402,100,368.20000000000005
499,97,499,21,2833,100,366.5999999999999
499,145,499,28,2000,100,375.49999999999994
499,40,499,18,1077,100,355.49999999999994
499,41,499,1,4630,100,357.4
499,31,499,3,2526,100,355.2
499,18,499,14,2567,100,351.5
499,92,499,33,2345,100,364.3999999999999
499,45,499,13,1023,100,356.99999999999994
499,45,499,4,1224,100,357.9
499,191,499,0,3084,100,387.5
499,207,499,87,5355,100,381.99999999999994
499,47,499,4,737,100,358.29999999999995
499,1682,499,10,1136,100,684.6999999999999
499,197,499,149,2820,100,373.79999999999995
499,37,499,10,1163,100,355.69999999999993
499,128,499,0,3588,100,374.9
499,10,499,9,2134,100,350.4
499,29,499,4,1793,100,354.70000000000005
499,38,499,2,2289,100,356.7
499,83,499,0,4189,100,365.9
499,71,499,79,1628,100,355.6
499,93,499,25,2114,100,365.4
499,115,499,2,2494,100,372.09999999999997
499,90,499,2,1545,100,367.09999999999997
499,50,499,53,1604,100,353.99999999999994
499,91,499,2,2203,100,367.3
499,352,499,9,2828,100,418.79999999999995
499,54,499,7,5417,100,359.40000000000003
499,531,499,7,2963,100,454.8
499,130,499,15,3904,100,373.79999999999995
499,3,499,127,1790,100,337.2
499,206,499,47,3106,100,385.8
499,52,499,1,4950,100,359.5999999999999
499,53,499,19,2037,100,358.0
499,92,499,3,1813,100,367.3999999999999
499,44,499,24,964,100,355.70000000000005
499,78,499,17,2017,100,363.2
499,85,499,9,4599,100,365.4
499,34,499,1,126,100,356.0
499,45,499,20,4132,100,356.29999999999995
499,62,499,40,3140,100,357.69999999999993
499,93,499,0,2184,100,367.9
499,182,499,543,2097,100,331.3999999999999
499,114,499,13,2191,100,370.8
499,134,499,13,2793,100,374.8
499,29,499,3,527,100,354.8
499,76,499,0,118,100,364.5
499,276,499,27,1789,100,401.8
499,23,499,19,1462,100,352.0
499,71,499,15,2108,100,362.0
499,118,499,37,4857,100,369.2
499,20,499,75,1777,100,345.79999999999995
499,58,499,9,159,100,360.0
499,76,499,30,2828,100,361.5
499,170,499,18,5296,100,381.49999999999994
499,179,499,6,3291,100,384.5
499,71,499,6,1000,100,362.9
499,67,499,24,982,100,360.29999999999995
499,52,499,4,4591,100,359.29999999999995
499,62,499,39,5788,100,357.79999999999995
499,133,499,82,1869,100,367.7
499,107,499,4,2390,100,370.29999999999995
499,26,499,11,634,100,353.4
499,59,499,5,2278,100,360.6
499,1734,499,4,2742,100,695.7
499,62,499,44,2556,100,357.29999999999995
499,45,499,9,566,100,357.4
499,89,499,0,5181,100,367.1
499,76,499,90,2527,100,355.5
499,95,499,9,4050,100,367.4
499,48,499,29,125,100,356.0
499,142,499,7,4637,100,376.99999999999994
499,32,499,119,2604,100,343.79999999999995
499,369,499,106,5123,100,412.5
499,136,499,1,3655,100,376.4
499,22,499,0,1462,100,353.69999999999993
499,15,499,8,10,100,351.49999999999994
499,19,499,28,3265,100,350.3
499,113,499,65,4173,100,365.4
499,255,499,13,4006,100,398.99999999999994
499,128,499,22,4961,100,372.7
499,45,499,0,1841,100,358.29999999999995
499,53,499,38,3018,100,356.09999999999997
499,51,499,4,2534,100,359.1
499,125,499,11,2347,100,373.19999999999993
499,79,499,71,5201,100,358.0
499,94,499,72,2604,100,360.90000000000003
499,121,499,90,6245,100,364.5
499,270,499,0,3039,100,403.29999999999995
499,171,499,27,3316,100,380.8
499,68,499,33,4555,100,359.59999999999997
499,84,499,7,1540,100,365.40000000000003
499,89,499,2,2672,100,366.90000000000003
499,53,499,10,2332,100,358.9
499,48,499,13,1099,100,357.59999999999997
499,38,499,137,1902,100,343.2
499,69,499,4,156,100,362.70000000000005
499,78,499,13,1120,100,363.59999999999997
499,110,499,0,3540,100,371.29999999999995
499,34,499,1,3196,100,356.0
499,154,499,178,2794,100,362.3
499,21,499,7,1855,100,352.8
499,540,499,0,3094,100,457.29999999999995
499,497,499,15,1687,100,447.19999999999993
499,142,499,0,2656,100,377.69999999999993
499,102,499,75,3331,100,362.19999999999993
499,43,499,10,1241,100,356.9
499,147,499,1,1931,100,378.5999999999999
499,70,499,0,1568,100,363.29999999999995
499,13,499,11,361,100,350.79999999999995
499,47,499,11,1592,100,357.5999999999999
499,71,499,1,3005,100,363.4
499,52,499,5,67,100,359.19999999999993
499,56,499,1,271,100,360.4
499,215,499,35,4312,100,388.79999999999995
499,46,499,0,2139,100,358.5
499,145,499,44,3781,100,373.9
499,35,499,7,1608,100,355.59999999999997
499,17,499,2,3056,100,352.49999999999994
499,125,499,0,2448,100,374.29999999999995
499,136,499,1178,4161,100,258.7
499,44,499,17,4061,100,356.40000000000003
499,80,499,0,2339,100,365.29999999999995
499,29,499,9,1811,100,354.20000000000005
499,54,499,26,2238,100,357.5
499,60,499,1,373,100,361.19999999999993
499,84,499,3,2836,100,365.8
499,63,499,2,1343,100,361.7
499,252,499,101,4936,100,389.5999999999999
499,45,499,23,2087,100,355.99999999999994
499,327,499,16,5503,100,413.0999999999999
499,93,499,11,3207,100,366.79999999999995
499,44,499,10,1413,100,357.1
499,24,499,4,2841,100,353.70000000000005
499,9,499,17,1520,100,349.40000000000003
499,448,499,39,4386,100,435.0
499,22,499,27,2712,100,350.99999999999994
499,10,499,0,3194,100,351.29999999999995
499,165,499,21,4739,100,380.19999999999993
499,72,499,3,814,100,363.3999999999999
499,32,499,31,1300,100,352.5999999999999
499,141,499,7,1692,100,376.8
499,125,499,43,2357,100,369.99999999999994
499,20,499,2,819,100,353.09999999999997
499,237,499,62,1249,100,390.49999999999994
499,16,499,19,2222,100,350.6
499,143,499,7,2348,100,377.2
499,49,499,0,2212,100,359.1
499,19,499,14,2144,100,351.70000000000005
499,91,499,10,2539,100,366.5
499,111,499,2,3921,100,371.3
499,105,499,107,2099,100,359.59999999999997
499,145,499,1,4249,100,378.19999999999993
499,137,499,2,3969,100,376.49999999999994
499,83,499,11,2882,100,364.79999999999995
499,44,499,39,2150,100,354.20000000000005
499,77,499,88,4456,100,355.8999999999999
499,34,499,6,3936,100,355.5
499,60,499,0,2914,100,361.29999999999995
499,77,499,1,5516,100,364.5999999999999
499,87,499,85,2163,100,358.19999999999993
499,59,499,8,3852,100,360.3
499,129,499,20,755,100,373.1
499,109,499,27,3364,100,368.40000000000003
499,95,499,20,1395,100,366.29999999999995
499,71,499,2,2702,100,363.3
499,207,499,73,5415,100,383.3999999999999
499,29,499,4,3622,100,354.70000000000005
499,57,499,3,1863,100,360.3999999999999
499,151,499,20,2998,100,377.5
499,270,499,48,1821,100,398.49999999999994
499,45,499,20,3686,100,356.29999999999995
499,28,499,0,1337,100,354.9
499,17,499,17,773,100,350.99999999999994
499,97,499,9,2192,100,367.79999999999995
499,84,499,3,3297,100,365.8
498,186,498,5,3643,100,385.3
498,124,498,4,3148,100,373.00000000000006
498,41,498,4,596,100,356.40000000000003
498,46,498,9,3546,100,356.90000000000003
498,165,498,22,5368,100,379.40000000000003
498,36,498,2,3308,100,355.6
498,69,498,1,199,100,362.3
498,28,498,0,1691,100,354.20000000000005
498,60,498,19,4507,100,358.70000000000005
498,126,498,12,379,100,372.6
498,24,498,18,1568,100,351.6
498,25,498,99,722,100,343.70000000000005
498,60,498,5,934,100,360.1
498,67,498,17,917,100,360.3
498,510,498,1,2701,100,450.5
498,74,498,22,2524,100,361.20000000000005
498,84,498,1,3056,100,365.3
498,86,498,1,2181,100,365.7
498,977,498,1,2480,100,543.9
498,5,498,13,3358,100,348.3
498,202,498,2,4039,100,388.80000000000007
498,60,498,1,2935,100,360.5
498,11,498,16,3343,100,349.2
498,33,498,4,1742,100,354.80000000000007
498,47,498,0,1657,100,358.0
498,13,498,2,3291,100,351.00000000000006
498,110,498,16,3028,100,369.0
498,160,498,11,3208,100,379.5
498,14,498,6,2117,100,350.8
498,242,498,30,3598,100,394.00000000000006
498,88,498,1,2649,100,366.1
498,78,498,5,4789,100,363.70000000000005
498,23,498,0,883,100,353.20000000000005
498,127,498,2,1487,100,373.8
498,36,498,1,161,100,355.7
498,27,498,4,152,100,353.6
498,80,498,4,3726,100,364.20000000000005
498,8,498,11,2164,100,349.1
498,184,498,1,2551,100,385.3
498,578,498,13,2333,100,462.90000000000003
498,117,498,313,2971,100,340.7
498,126,498,22,5514,100,371.6
498,82,498,2,1100,100,364.8
498,24,498,14,550,100,352.00000000000006
498,55,498,29,2518,100,356.70000000000005
498,126,498,31,3113,100,370.7
498,125,498,18,5060,100,371.8
498,67,498,43,2362,100,357.7
498,60,498,0,2159,100,360.6
498,50,498,16,3673,100,357.0
498,109,498,6,4013,100,369.8
498,108,498,4,2571,100,369.80000000000007
498,182,498,26,2813,100,382.4
498,106,498,0,2959,100,369.8
498,25,498,6,2732,100,353.0
498,70,498,6,3182,100,362.0
498,132,498,421,2689,100,332.9
498,10,498,16,1098,100,349.0
498,23,498,1,1438,100,353.1
498,50,498,18,3184,100,356.8
498,100,498,284,4131,100,340.20000000000005
498,139,498,14,3247,100,375.00000000000006
498,28,498,13,853,100,352.90000000000003
498,115,498,25,1490,100,369.1
498,25,498,27,105,100,350.90000000000003
498,152,498,0,3613,100,379.0
498,75,498,0,1055,100,363.6
498,78,498,4,3537,100,363.80000000000007
498,49,498,0,76,100,358.40000000000003
498,351,498,3,3146,100,418.5
498,115,498,0,2225,100,371.6
498,121,498,22,2300,100,370.6
498,0,498,0,273,100,348.6
498,116,498,2,3512,100,371.6
498,29,498,0,3105,100,354.40000000000003
498,70,498,17,3941,100,360.90000000000003
498,133,498,3,5530,100,374.90000000000003
498,642,498,3,4396,100,476.70000000000005
498,962,498,3,2925,100,540.7
498,85,498,44,1599,100,361.20000000000005
498,28,498,4,3877,100,353.80000000000007
498,79,498,16,4041,100,362.8
498,30,498,25,1219,100,352.1
498,181,498,16,3264,100,383.2
498,268,498,38,2923,100,398.40000000000003
498,253,498,1,2214,100,399.1
498,59,498,8,1963,100,359.6
498,162,498,0,1980,100,381.0
498,37,498,22,1853,100,353.8
498,81,498,24,1205,100,362.40000000000003
498,254,498,6,1781,100,398.8
498,83,498,6,3439,100,364.6
498,174,498,12,1688,100,382.20000000000005
498,19,498,0,1911,100,352.40000000000003
498,49,498,5,2088,100,357.90000000000003
498,109,498,34,3890,100,367.00000000000006
498,227,498,43,3000,100,389.70000000000005
498,38,498,31,1552,100,353.1
498,99,498,19,3236,100,366.50000000000006
498,150,498,19,4898,100,376.70000000000005
498,141,498,4,3943,100,376.40000000000003
498,19,498,0,3971,100,352.40000000000003
498,67,498,6,1323,100,361.4
498,99,498,14,2120,100,367.00000000000006
498,212,498,76,667,100,383.40000000000003
498,52,498,1,2067,100,358.9
498,20,498,1,953,100,352.5
498,149,498,38,2676,100,374.6
498,102,498,61,5295,100,362.9
498,97,498,0,2728,100,368.0
498,207,498,46,2900,100,385.40000000000003
498,69,498,9,4920,100,361.50000000000006
498,54,498,22,1288,100,357.20000000000005
498,52,498,0,508,100,359.0
498,149,498,1,1827,100,378.3
498,39,498,2,784,100,356.20000000000005
498,131,498,7,4518,100,374.1
498,86,498,21,5545,100,363.7
498,183,498,115,4001,100,373.70000000000005
498,46,498,2,3087,100,357.6
498,183,498,31,3286,100,382.1
498,319,498,17,5111,100,410.70000000000005
498,78,498,13,4149,100,362.90000000000003
498,115,498,64,3536,100,365.20000000000005
498,62,498,8,1305,100,360.2
498,143,498,3,3575,100,376.90000000000003
498,139,498,22,4085,100,374.20000000000005
498,131,498,0,4323,100,374.8
498,64,498,42,6302,100,357.20000000000005
498,139,498,0,5491,100,376.40000000000003
498,84,498,22,1067,100,363.20000000000005
498,95,498,51,3640,100,362.5
498,114,498,12,369,100,370.20000000000005
498,30,498,5,4594,100,354.1
498,179,498,10,2888,100,383.40000000000003
498,90,498,2,1742,100,366.40000000000003
498,111,498,2,1842,100,370.6
498,93,498,1,2193,100,367.1
498,18,498,1,1956,100,352.1
498,162,498,1,2149,100,380.9
498,89,498,23,2097,100,364.1
498,31,498,3,1613,100,354.5
498,105,498,9,3757,100,368.70000000000005
498,23,498,0,3597,100,353.20000000000005
498,273,498,53,1336,100,397.90000000000003
498,29,498,11,98,100,353.3
498,54,498,7,59,100,358.70000000000005
498,59,498,44,4167,100,356.00000000000006
498,113,498,9,1559,100,370.30000000000007
498,137,498,5,2885,100,375.5
498,31,498,2,4126,100,354.6
498,118,498,2,2452,100,372.00000000000006
498,71,498,3,2784,100,362.5
498,34,498,17,3826,100,353.70000000000005
498,90,498,11,2130,100,365.5
498,55,498,8,6179,100,358.8
498,95,498,8,2180,100,366.8
498,11,498,16,954,100,349.2
498,67,498,1,3401,100,361.9
498,134,498,0,3163,100,375.40000000000003
498,116,498,0,1897,100,371.8
498,40,498,16,1833,100,355.0
498,115,498,1,2715,100,371.5
498,63,498,0,2469,100,361.20000000000005
498,180,498,16,4859,100,383.0
498,48,498,2,1611,100,358.00000000000006
498,254,498,0,4382,100,399.40000000000003
498,30,498,2,1089,100,354.40000000000003
498,372,498,0,1987,100,423.00000000000006
498,29,498,9,2289,100,353.50000000000006
498,95,498,38,659,100,363.8
498,98,498,8,1642,100,367.40000000000003
498,121,498,44,2561,100,368.40000000000003
498,70,498,5,5129,100,362.1
498,88,498,7,2324,100,365.50000000000006
498,190,498,22,715,100,384.40000000000003
498,44,498,11,1272,100,356.3
498,136,498,19,1714,100,373.90000000000003
498,16,498,6,3257,100,351.2
498,97,498,54,2710,100,362.6
498,42,498,14,1155,100,355.6
498,76,498,8,492,100,363.0
498,45,498,9,850,100,356.70000000000005
498,173,498,5,1549,100,382.70000000000005
498,118,498,108,3775,100,361.40000000000003
497,63,497,55,3484,100,355.0
497,67,497,23,1522,100,358.99999999999994
497,306,497,18,1663,100,407.29999999999995
497,24,497,10,1131,100,351.7
497,296,497,33,1118,100,403.79999999999995
497,79,497,34,3290,100,360.3
497,119,497,11,4085,100,370.59999999999997
497,136,497,25,3941,100,372.59999999999997
497,144,497,8,4158,100,375.9
497,50,497,10,561,100,356.9
497,49,497,15,3385,100,356.2
497,50,497,4,3205,100,357.5
497,159,497,81,4592,100,371.59999999999997
497,43,497,0,1279,100,356.5
497,133,497,1,3172,100,374.4
497,12,497,10,898,100,349.29999999999995
497,52,497,3,2767,100,357.99999999999994
497,87,497,10,311,100,364.29999999999995
497,115,497,23,6639,100,368.59999999999997
497,67,497,41,2460,100,357.19999999999993
497,38,497,12,3555,100,354.3
497,238,497,11,3834,100,394.4
497,120,497,14,4061,100,370.5
497,24,497,15,651,100,351.2
497,91,497,9,1929,100,365.2
497,82,497,4,670,100,363.9
497,235,497,65,1899,100,388.4
497,219,497,69,4367,100,384.8
497,111,497,32,2198,100,366.9
497,47,497,41,1500,100,353.19999999999993
497,67,497,2,2565,100,361.09999999999997
497,55,497,20,1645,100,356.9
497,112,497,12,4935,100,369.09999999999997
497,158,497,0,5166,100,379.5
497,130,497,7,1886,100,373.2
497,191,497,3,3657,100,385.79999999999995
497,148,497,39,912,100,373.6
497,354,497,8,4554,100,417.9
497,97,497,21,2584,100,365.19999999999993
497,147,497,9,4190,100,376.4
497,25,497,12,677,100,351.7
497,143,497,37,2933,100,372.8
497,480,497,96,1532,100,434.29999999999995
497,26,497,28,3388,100,350.29999999999995
497,84,497,12,3303,100,363.5
497,78,497,2,534,100,363.3
497,52,497,9,2735,100,357.4
497,710,497,26,978,100,487.29999999999995
497,177,497,44,3694,100,378.9
497,110,497,85,2889,100,361.4
497,37,497,659,3928,100,289.4
497,65,497,1,576,100,360.79999999999995
497,79,497,24,2343,100,361.3
497,47,497,33,3165,100,353.99999999999994
497,82,497,32,470,100,361.09999999999997
497,60,497,2,2354,100,359.7
497,408,497,29,4596,100,426.6
497,57,497,26,1160,100,356.69999999999993
